value	source_table	source_column	usage_count
Housing Material	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
North America (NA)	config_option	description	1
Power Consumption	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
902-928. 865-868	config_option	description	1
Lanyard, No Top Trigger	config_option	description	1
TAA & FIPS (US)	config_option	description	1
4GB / 64GB	config_option	description	1
SIM/SAM/nano slots	config_position	attribute_label	1
SE4750MR Mid-Range Imager	config_option	description	1
Back of Hand	config_option	description	1
Proximity Triggering	config_position	attribute_label	1
Healthcare Hot Swap	config_option	description	1
Rest of World	config_option	description	1
Touch Screen	config_position	attribute_label	2
None (LAN Only)	config_option	description	1
4GB RAM/32GB FLASH pSLC	config_option	description	1
USB, USB Host, Ethernet, Serial, 802.11ac, Bluetooth 4 (All countries except USA, Canada and Japan)	config_option	description	1
3-inch	config_option	description	1
SE4720 Red & Amber Imager, Front&Rear Camera Enterprise	config_option	description	1
TC78 WAN	config_option	description	1
Thai (Scalable, Angsana)	config_option	description	1
ULTRA-RUGGED	config_option	description	1
SE950 1D Laser with 3 MP Color Camera	config_option	description	1
IP Sealing	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
RFID NA	config_option	description	1
WAN Carrier	config_position	attribute_label	1
Motion Sensor	config_option	description	1
Group "D" (India)	config_option	description	1
Image Sensor	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Max Receive Sensitivity	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
HC55 Healthcare - 802.11 Wifi 6(E) a/b/g/n/d/h/i/k/r/mc/ac/ax, 2 x 2 Mu-MIMO, BT 5.2, NFC	config_option	description	1
Cutter with Catch Tray	config_option	description	1
Display Size	config_position	attribute_label	1
Configuration	config_position	attribute_label	1
FIPS & TAA (US)	config_option	description	1
High Density Focus with Driver License Parsing	config_option	description	1
Rugged	config_option	description	1
SE4710 SR MPI  + No Front  Cam/ 13MP Rear Cam	config_option	description	1
45 degree SE4770 + Camera (45 degree scan angle N/A for Gun configurations)	config_option	description	1
Industry	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
58 Key Alpha Numeric	config_option	description	1
902-928 + Japan License Station	config_option	description	1
China ONLY	config_option	description	1
8 dot/mm (203 dpi)	config_option	description	1
English, Simple Chinese (Hans scalable and bitmap 24x24, 16x16)	config_option	description	1
FFC - 8MP_ RFC - 16MP With OIS_ Time Of Flight	config_option	description	1
Kit (device + preinstalled screen protector + preinstalled boot + USB-C cable in shipping box)	config_option	description	1
Six Input/Six Output	config_option	description	1
Country code	config_position	attribute_label	1
Sapphire Glass and Sensormatic EAS	config_option	description	1
Product family	config_position	attribute_label	1
USB, USB Host, Modular Connectivity Slot, 802.11, Bluetooth Japan	config_option	description	1
US, Canada, Puerto Rico, TAA Compliant	config_option	description	1
Multi-Interface	config_option	description	1
North America - United States Canada and Puerto Rico	config_option	description	1
Standard Battery	config_option	description	1
AOSP Healthcare White	config_option	description	1
1300mAh	config_option	description	1
GMS Std Color MDNA Enterprise License	config_option	description	1
12 dot/mm (300 dpi)	config_option	description	1
Unknown	config_position	attribute_label	1
Android AOSP (Non-GMS); MDNA Enterprise	config_option	description	1
Built-In Light Stack	config_option	description	1
Group J (Japan)	config_option	description	1
Camera Option	config_position	attribute_label	1
Media Options	config_position	attribute_label	1
Turkey (WLAN / WWAN)	config_option	description	1
Color Touch User Interface ( ZD621 ONLY)	config_option	description	1
Standard (Ethernet, Serial, USB, 2x USB Host, Bluetooth 4.1)	config_option	description	1
Operating language	config_position	attribute_label	1
Android 11 AOSP	config_option	description	1
Bluetooth (cordless) or None (corded)	config_option	description	1
English	config_option	description	1
SE965 1D Laser + Camera (N/A for Gun configurations)	config_option	description	1
Model Type	config_position	attribute_label	1
Direct Thermal/Linered Platen, 1.375 Media core size	config_option	description	1
45 degree SE4770 (45 degree scan angle N/A for Gun configurations)	config_option	description	1
53 Key Virtual Terminal	config_option	description	1
Gun	config_option	description	1
Trust Icon	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
SE4750MR	config_option	description	1
Audio	config_position	attribute_label	1
No Standard Battery Pack, Belt Clip (US Only)	config_option	description	1
SIM	config_position	attribute_label	1
USB, USB Host, Ethernet, Serial, BTLE (Intended for Zebra Printer Setup Utility App), RFID - UHF (All countries except USA, Canada and Japan)	config_option	description	1
Family	config_position	attribute_label	1
ROW minus EMEA, RF900	config_option	description	1
Verizon	config_option	description	1
FIPS & TAA	config_option	description	1
Channel Type	config_position	attribute_label	1
802.11a/b/g/n/d/h/i/k/r/ac + BT 5.x with NFC	config_option	description	1
Mount Type	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
No SIM	config_option	description	1
Linered platen (0.75 media core)	config_option	description	1
Interface (Connectivity)	config_position	attribute_label	1
RFID 900 MHz	config_option	description	1
HOUSING	config_position	attribute_label	1
Certified parcel dimensioning - EU/EFTA only (OIML certification)	config_option	description	1
ZT6104	config_option	description	1
Argentina (AR)	config_option	description	1
AZERTY	config_option	description	1
Scanner Type	config_position	attribute_label	1
USB/Serial (RS-232) Only	config_option	description	1
Checkpoint Antenna	config_option	description	1
For Labs with DL Parsing	config_option	description	1
CTDI(Made in India)	config_option	description	1
Australia	config_option	description	1
Standard with 256MB Flash/128MB RAM	config_option	description	1
EU/UK	config_option	description	1
Russia Version	config_option	description	1
Interface	config_position	attribute_label	1
Clear Bi-fold Media Side Door & Media Hanger	config_option	description	1
Direct Thermal/Linerless Platen 1.375 Media Core Size	config_option	description	1
White/Green LED Aimer	config_option	description	1
Non-Plus model (Standard)	config_option	description	1
AOSP Haelthcare White	config_option	description	1
Memory	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Gravity Zone	config_position	attribute_label	1
Connectors	config_position	attribute_label	1
Certified parcel dimensioning - NN (OIML certification- use for UK)	config_option	description	1
India Only Standard 4 Cell Battery, Belt Clip	config_option	description	1
World Wide (all regulatory approved countries)	config_option	description	1
Plus (with Sensors/Camera)	config_option	description	1
DL Parsing, Vertical	config_option	description	1
SE4750SR Standard Range Imager	config_option	description	1
Both Front and Rear Camera	config_option	description	1
Wi-Fi 5 (802.11ac/Bluetooth 4.2), ROW (Rest of World)	config_option	description	1
NONE	config_option	description	1
ROW WLAN / WWAN: LATAM, EMEA, APAC	config_option	description	1
NO eSIM AOSP China Only	config_option	description	1
Multi-Operator HSPA+/ LTE/5G (Japan) SIM + eSIM	config_option	description	1
TAA (US)	config_option	description	1
53 Key 5250 Emulation	config_option	description	1
Platform	config_position	attribute_label	1
Plus model (Standard)	config_option	description	1
Zebra Desktop	config_option	description	1
1Port	config_option	description	1
South Korea	config_option	description	1
USB Only	config_option	description	1
Touch Computer	config_option	description	1
Linerless Cutter with Label Taken Sensor (ZD621D ONLY)	config_option	description	1
Product Family	config_position	attribute_label	1
Power Mgmt	config_position	attribute_label	1
Singapore	config_option	description	1
SE 4750MR + 5.0MP Front/13MP Rear Cam   SD660	config_option	description	1
SE4770SR + 5MP front/13MP Rear Cam Non-ARCore SD660	config_option	description	1
7Port	config_option	description	1
WAN Radio	config_position	attribute_label	1
Short Tagline	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Alpha Primary	config_option	description	1
8-Pin Connector Back I/O connector	config_option	description	1
2 Nano SIM (no SAM)	config_option	description	1
Double Sided	config_option	description	1
Straight Shooter	config_option	description	1
SE4770 Standard Range Imager + Camera (not applicable for Gun configurations)	config_option	description	1
Special Options	config_position	attribute_label	1
Healthcare with 256M/512M	config_option	description	1
Group 0 (USA Canada)	config_option	description	1
USB, USB Host, Ethernet, Serial, BTLE (Intended for Zebra Printer Setup Utility App), RFID - UHF (Japan)	config_option	description	1
Replaces Model	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Corded/Cordless	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Scan Range	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
3D Browser URL	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Data Only (Turkey)	config_option	description	1
Important information	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Vibration Motor	config_option	description	1
ROW: LATAM, EMEA & APAC	config_option	description	1
SE2100	config_option	description	1
Korean (Hansk.ttf and bitmapped: 24x24,16x16)	config_option	description	1
No SIM/1 SAM   SD660	config_option	description	1
Direct Thermal/Linerless Platen 0_75 Media Core Size	config_option	description	1
Belt Clip	config_option	description	1
EU 900MHz	config_option	description	1
English Trdl Ch (NotoMono scalable bitmap: 24x24 16x16) & Korean (NotoMono scalable)	config_option	description	1
Wi-Fi (no WAN)	config_option	description	1
Input Type	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Android 10.x GMS with MX	config_option	description	1
802.11a/b/g/n/d/h/i/k/r/ac + BT 5.1 + 2x2 MuMIMO  - SD660	config_option	description	1
3GB/32GB with Vibrator	config_option	description	1
Camera in place of scan engine	config_option	description	1
Sapphire	config_option	description	1
8 GB RAM/ 128 GB FLASH	config_option	description	1
10.1Inch WUXGA Display	config_option	description	1
PowerPrecision+ Battery	config_option	description	1
AT&T	config_option	description	1
2D Imager - SE4750-DPA DPM Imager (wide angle)	config_option	description	1
Long	config_option	description	1
Clip Mount	config_option	description	1
Nova White with Midnight Black Trim	config_option	description	1
SE4500 2D  Imager with 3 MP Color Camera	config_option	description	1
29 Key Numeric	config_option	description	1
2D Imager - SE4770 Standard Range Imager	config_option	description	1
Icon User Interface	config_option	description	1
DLC	config_option	description	1
Midnight Black	config_option	description	1
Mobile Computer	config_option	description	1
Region	config_position	attribute_label	1
SE4850 Extended Range + Camera (N/A for Gun configurations)	config_option	description	1
True hot swap	config_option	description	1
1 Physical SIM	config_option	description	1
For labs	config_option	description	1
4 GB RAM/64GB Flash UFS Memory	config_option	description	1
-20oC Operation	config_option	description	1
Simplified Chinese	config_option	description	1
Media Handling Options	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
47 Key Alpha Numeric	config_option	description	1
Proximity Sensor	config_option	description	1
ROW (EMEA LATAM APAC- excluding China)	config_option	description	1
Diamond-like Glass	config_option	description	1
Standard Monochrome	config_option	description	1
Built-In Siren	config_option	description	1
Group "A" (Australia/HongKong/Indonesia/India/Korea/Malaysia/NewZeland/Philippines/Singapore/Taiwan/ Thailand/VietNam)	config_option	description	1
TC27  - 802.11 Wifi 6 a/b/g/n/d/h/i/k/r/mc/ac/ax, 2 x 2 Mu-MIMO, BT 5.2, NFC	config_option	description	1
APAC Only	config_option	description	1
Asian Bundle UK/AU/JP/EU	config_option	description	1
Media Roll Outer Diameter	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Cutter (ZD621 ONLY)*	config_option	description	1
Wireless (802.11ac), US & Canada	config_option	description	1
16MP Rear/ 5MP Front Cameras	config_option	description	1
2 Nano SIM SD660 SIM lock	config_option	description	1
Keypad	config_position	attribute_label	1
Color Camera; Checkpoint EAS	config_option	description	1
Corded to WT6000	config_option	description	1
Double Sided, USB-C, Top Trigger	config_option	description	1
Parallel	config_option	description	1
USB, USB Host, BTLE, Ethernet	config_option	description	1
BLE Bluetooth Beacon Battery	config_option	description	1
US Version	config_option	description	1
Wireless	config_position	attribute_label	1
Print Width	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Blank Column For Future Use	config_option	description	1
AOSP Standard Color	config_option	description	1
Android AOSP (Non-GMS)	config_option	description	1
High Density with Driver�s License Parsing	config_option	description	1
Tear (Standard)	config_option	description	1
AOSP	config_option	description	1
Checkpoint EAS	config_option	description	1
Std (non-RFID)	config_option	description	1
Enterprise Hand Mount, Left Hand, Small	config_option	description	1
CPU	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Group "0" (USA, Canada)	config_option	description	1
Indonesia	config_option	description	1
2 x Rugged I/O	config_option	description	1
ZebraNet b/g Printer server	config_option	description	1
None	config_option	description	1
Short Description	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
GMS - Standard Color	config_option	description	1
Version	config_position	attribute_label	1
Non-Plus model with label sensor	config_option	description	1
Taiwan	config_option	description	1
Prem Model Warm Battery Swap	config_option	description	1
Ports	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
9300 Series	config_option	description	1
Premium	config_option	description	1
Buy Online Eligibililty	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
SEO Description (AEM only)	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Multicarrier	config_option	description	1
Trigger Version	config_position	attribute_label	1
Freezer (-30 - +50 C, Condensing Environments)	config_option	description	1
4GB RAM/ 64GB FLASH; with Apple VAS / Google Smart Tap	config_option	description	1
ZT411	config_option	description	1
Battery	config_position	attribute_label	1
Dispenser	config_option	description	1
Modem Region	config_position	attribute_label	1
None (corded)	config_option	description	1
8GB RAM/128GB FLASH	config_option	description	1
Single Nano SIM	config_option	description	1
Long cable to hip	config_option	description	1
Dual radio / 802.11ac + Bluetooth 5.x	config_option	description	1
Custom or courntry	config_position	attribute_label	1
900MHz RFID (Australia; New Zealand; Taiwan and other countries supporting 900MHz RFID)	config_option	description	1
Base Model No Warm Battery Swap, no Wireless Power Charging	config_option	description	1
Group A (ID/TW/KR/MY/AU/NZ/LK/IN)	config_option	description	1
Li-ion battery	config_option	description	1
Twilight Black	config_option	description	1
Non-Plus model with No Media Width Sensor (Standard)	config_option	description	1
Wrist RFID	config_option	description	1
Power Cord	config_position	attribute_label	1
NA Only- Multi-Operator 5G / LTE (Americas + Canada) GPS Data Only + Wi-Fi 6E 802.a/b/g/n/ac/d/h/i/r/k/v/w/mc/ax BT 5.3 NFC	config_option	description	1
FIPS	config_option	description	1
Enterprise Hand Mount	config_option	description	1
N/A	config_option	description	1
India, Korea and Japan	config_option	description	1
English Thai (Angsana scal) & Vietnamese (SourceCodePro scal 16x16 Utah)	config_option	description	1
Shoulder Strap and Belt Clip (EMEA only)	config_option	description	1
Brazil (BR)	config_option	description	1
NA Only -- USA, Canada, Puerto Rico  (WLAN)	config_option	description	1
CPU and Memory	config_position	attribute_label	1
6GB/128GB w/SD	config_option	description	1
Wi-Fi 5 (802.11ac/Bluetooth 4.2), US & Canada	config_option	description	1
6GB | 128GB	config_option	description	1
No Kit (only device + USB-C cable in shipping box)	config_option	description	1
2 Nano SIM/ 2 SAM   SD660 WAN ROW	config_option	description	1
Extended Battery (735mAh)	config_option	description	1
Clear Media Side Door & Media Hanger	config_option	description	1
TC58 WAN	config_option	description	1
4GB RAM/ 32GB FLASH UFS Memory	config_option	description	1
Multi/Operator HSPA+/ LTE/5G (China) SIM	config_option	description	1
Premium 4GB/32GB+ Sensors	config_option	description	1
Wi-Fi 6 Dual Radio (802.11AX + Bluetooth 5.3)	config_option	description	1
Wi-Fi 5 Dual radio (802.11ac + Bluetooth 4.x)	config_option	description	1
Plus model with No Media Width Sensor (Standard)	config_option	description	1
No PTT support countries (Pakistan. Qatar)	config_option	description	1
Zebra Tabletop	config_option	description	1
Wireless (802.11ac), Japan	config_option	description	1
8-inch	config_option	description	1
94XX Series	config_option	description	1
Group "L" (AR/BR/HN/SV/GT/CR/NI/CL/MX)	config_option	description	1
Local Radio	config_position	attribute_label	1
Android AOSP	config_option	description	1
AOSP Std Color MDNA Enterprise License	config_option	description	1
Rear Alert Button	config_option	description	1
Corded	config_option	description	1
Wireless 802.11 A/C (Japan)	config_option	description	1
Healthcare White	config_option	description	1
Argentina	config_option	description	1
Extended Freezer Battery (660mAh)	config_option	description	1
Double Sided, No USB, Top Trigger	config_option	description	1
SE4750 Direct Part Mark	config_option	description	1
Single Interval Scale	config_option	description	1
6GB RAM/64GB FLASH	config_option	description	1
Indoor Use (Silver)	config_option	description	1
Group B (SG/TH/PH/HK/VN)	config_option	description	1
BATTERY	config_position	attribute_label	1
I/O	config_position	attribute_label	1
USB, Ethernet	config_option	description	1
RFC - 16MP Only	config_option	description	1
Direct Part Marking	config_option	description	1
Extended Capacity; 7000mAh	config_option	description	1
Warranty Duration	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
DC	config_option	description	1
43 Key Function Numeric	config_option	description	1
4 Input/4 Output	config_option	description	1
EU/UK/AUS/JP (for standard), or AUS (for Wireless)	config_option	description	1
WT0-WT64B-T6DCC2NA	config_position	attribute_label	1
SE4770 Red Illumination	config_option	description	1
Standard Battery 3350mAh	config_option	description	1
Finger RFID	config_option	description	1
Double Sided, Vibrator	config_option	description	1
RFID- (Use with connectivity option W and media type linered)	config_option	description	1
Public Announce Date	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
SE4710 Imager	config_option	description	1
Linerless	config_option	description	1
Outdoor Use (Black)	config_option	description	1
Standard	config_option	description	1
KBW Cable (Series A connector, 7 ft. straight) CBA-K01-S07PA	config_option	description	1
38 Key	config_option	description	1
Base (No Sensors)	config_option	description	1
WLAN & WWAN	config_option	description	1
Wi-Fi 6 (802.11ax/Bluetooth 5.3), US & Canada	config_option	description	1
Scale	config_position	attribute_label	1
Customs	config_position	attribute_label	1
RoW- Multi-Operator 5G / LTE GPS Data Only + Wi-Fi 6E: 802.a/b/g/n/ac/d/h/i/r/k/v/w/mc/ax BT 5.3 NFC	config_option	description	1
8GB/128GB w/SD and SIM LOCK	config_option	description	1
Brazil (Req'd for WWAN Only)	config_option	description	1
Printing Technology	config_position	attribute_label	1
Outdoor Readable Display	config_option	description	1
32 GB MMC (pSLC)	config_option	description	1
1 Antenna	config_option	description	1
29 Key	config_option	description	1
UHF RFID- BT 5.3- & Wi-Fi 6	config_option	description	1
RFID White Illumination with Green LED Aimer	config_option	description	1
English Trdl Ch (NotoMono scal 16x16) Thai (Angsana scal) & Vietnamese (SourceCodePro scal 16x16 Utah)	config_option	description	1
Series Path (AEM only)	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
SIM / SAM / nano slots (China can not use eSIM)	config_position	attribute_label	1
SE4770 White Illumination	config_option	description	1
6Port	config_option	description	1
6GB/64GB w/SD	config_option	description	1
No WAN	config_option	description	1
Basic Battery, RFC, No FFC	config_option	description	1
Operating Temperature	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
8GB/64GB w/SD	config_option	description	1
High Density	config_option	description	1
4GB RAM/ 32GB FLASH MLC	config_option	description	1
No Standard Battery Pack Belt Clip (US Only)	config_option	description	1
13MP Side 5MP Front Camera	config_option	description	1
3 Inch	config_option	description	1
Short	config_option	description	1
Platter Type	config_position	attribute_label	1
16MP Rear Camera only	config_option	description	1
DL Parsing, Horizontal	config_option	description	1
No Battery provided - purchase Battery separately	config_option	description	1
Group C (China)	config_option	description	1
Battery & Camera	config_position	attribute_label	1
TAA-compliant SKU for United States Government Use only	config_option	description	1
ZT231	config_option	description	1
Drivers License Parsing	config_option	description	1
Standard HC Battery w/BLE Included	config_option	description	1
Multi-Operator GSM/ HSPA+ / LTE (ROW: EMEA + APAC) GPS	config_option	description	1
AT&T, Verizon, Sprint, TIMO, Telstra, Vodafone	config_option	description	1
Vibrate Motor	config_option	description	1
800MHz & 900MHz WORLDWIDE	config_option	description	1
Thermal Transfer	config_option	description	1
English, Japanese (NotoMono scalable, Square Gothic JMT scalable/16x16, and legacy 24x24)	config_option	description	1
SE4750 Direct Part Mark Wide Angle	config_option	description	1
Color Touch (Discontinued)	config_option	description	1
Multi-Operator GSM/ HSPA+ / LTE (Data Only)	config_option	description	1
Other	config_position	attribute_label	1
Multi-Operator GSM/ HSPA+ / LTE (ROW: EMEA, LATAM  + APAC)	config_option	description	1
WLAN (Wi-Fi 6E) Only	config_option	description	1
802.11a/b/g/n/d/h/i/k/r/ac/w + BT 5.x + No NFC	config_option	description	1
Wi-Fi 802.11 a/b/g/n/ac/ax/d/h/i/r/k/v/w/mc; 2x2 MU-MIMO; Tri-band (2.4 GHz, 5 Ghz, 6 GHz); Wi-Fi Certified 6 (Wi-Fi 6E); Dual Band Simultaneous; IPv4, IPv6	config_option	description	1
GMS Healthcare White	config_option	description	1
Beam Width	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
Frequency Bands	config_position	attribute_label	1
34XX Series	config_option	description	1
Hex-Core; 4.7" display w/capacitive touch panel, no SD, Ecompass, Handstrap.	config_option	description	1
802.11 a/b/g/n/d/h/i/k/r/a/c + NFC + BT 5.1 + 2x2 MuMIMO   SD660	config_option	description	1
ZQ511	config_option	description	1
TAA compliant	config_option	description	1
English/Latin 9 Arabic Cyrillic & Hebrew	config_option	description	1
Sprint	config_option	description	1
8 Pin Rear I/O FHD Display	config_option	description	1
SE950 1D Laser Scan Engine	config_option	description	1
Basic Features	config_position	attribute_label	1
Direct Part Mark	config_option	description	1
Base, no Rear button, w/ Rugged I/O Conn, No NFC, No Warm Swap	config_option	description	1
4 GB RAM/16 GB FLASH	config_option	description	1
Standard Range, Circular Polarized Antenna	config_option	description	1
General Purpose	config_option	description	1
70XX Series	config_option	description	1
Data Capture	config_position	attribute_label	1
UHF RFID Only	config_option	description	1
Print Resolution	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
OIML/Australia	config_option	description	1
Operating System	htb_attribute_mapping_zebra_provided	attribute_name_for_htb	1
1 physical SIM and 1 eSIM	config_option	description	1
Japan (Wireless Connectivity Only)	config_option	description	1
